Name,Date,Wins,Losses,Draws,Current lose streak,Current win streak,Average significant strikes landed,Average significant strike %,Average submissions attempted,Average takedowns landed,Average takedown %,Longest win streak,Total rounds fought,Total title bouts,Wins by majority decision,Wins by split decision,Wins by unanimous decision,Wins by KO/TKO,Wins by Submission,Wins by Doctor Stoppage,Age,Stance,Height (cm),Reach (cm),Win ratio,Total fights
Bobby Voelker,2014-06-07,0,3,0,3,0,51.33333333,0.316666667,0.0,1.333333333,0.266666667,0,8,0,0,0,0,0,0,0,35,Orthodox,182.88,190.5,0.0,3
Bojan Mihajlovic,2017-01-15,0,1,0,1,0,3.0,0.5,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,36,Orthodox,180.34,185.42,0.0,1
Bojan Velickovic,2017-11-18,2,3,0,1,0,34.2,0.338,0.4,0.6,0.19,1,15,0,0,0,1,1,0,0,28,Southpaw,182.88,193.04,0.4,5
Boston Salmon,2019-10-18,0,1,0,1,0,4.13,0.37,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,28,Southpaw,175.26,175.26,0.0,1
Brad Blackburn,2010-04-10,3,1,0,1,0,58.75,0.375,0.25,0.0,0.0,3,11,0,0,1,1,1,0,0,32,Orthodox,177.8,185.42,0.75,4
Brad Katona,2019-05-04,2,0,0,0,2,73.5,0.555,0.0,1.0,0.14,2,6,1,0,0,2,0,0,0,27,Orthodox,167.64,162.56,1.0,2
Brad Pickett,2017-03-18,5,8,0,2,0,31.84615385,0.305384615,0.153846154,1.461538462,0.360769231,2,30,0,0,2,1,1,1,0,38,Orthodox,167.64,172.72,0.38461538461538464,13
Brad Riddell,2021-06-12,3,0,0,0,3,4.75,0.53,0.0,2.0,0.42,3,9,0,0,1,2,0,0,0,29,Orthodox,170.18,180.34,1.0,3
Brad Tavares,2021-07-10,13,6,0,0,1,3.18,0.42,0.0,0.91,0.27,5,52,0,0,2,9,2,0,0,33,Orthodox,185.42,187.96,0.6842105263157895,19
Bradley Scott,2017-08-05,3,3,0,0,1,44.83333333,0.473333333,0.5,0.333333333,0.075,1,15,1,0,1,0,0,2,0,28,Orthodox,185.42,193.04,0.5,6
Brandon Davis,2019-08-17,2,3,0,0,1,4.65,0.35,0.1,0.71,0.45,1,13,0,0,0,1,0,1,0,29,Orthodox,177.8,182.88,0.4,5
Brandon Moreno,2021-06-12,6,2,2,0,3,3.44,0.39,0.8,2.05,0.47,3,29,1,0,1,2,1,2,0,27,Orthodox,170.18,177.8,0.6,10
Brandon Royval,2021-08-21,2,1,0,1,0,3.44,0.41,1.7,1.16,1.0,2,5,0,0,0,0,0,2,0,29,Southpaw,175.26,172.72,0.6666666666666666,3
Brandon Thatch,2016-03-05,2,2,0,2,0,20.25,0.485,0.0,0.75,0.415,2,7,0,0,0,0,2,0,0,30,Switch,187.96,187.96,0.5,4
Brandon Vera,2013-08-31,8,7,0,1,0,30.8,0.565333333,0.133333333,0.533333333,0.333333333,4,34,0,0,0,3,4,1,0,35,Orthodox,190.5,193.04,0.5333333333333333,15
Brendan Allen,2021-07-24,5,1,0,0,1,4.1,0.52,1.6,1.29,0.45,4,10,0,0,0,1,1,3,0,25,Orthodox,187.96,190.5,0.8333333333333334,6
Brendan O'Reilly,2016-12-03,1,2,0,1,0,21.66666667,0.42,0.333333333,2.333333333,0.533333333,1,7,0,0,0,1,0,0,0,29,Orthodox,170.18,175.26,0.3333333333333333,3
Brendan Schaub,2014-12-06,6,4,0,1,0,22.2,0.465,0.2,1.1,0.232,4,18,1,0,0,2,3,1,0,31,Orthodox,193.04,198.12,0.6,10
Brett Johns,2020-07-18,4,2,0,0,1,3.3,0.48,1.0,4.29,0.52,3,16,0,0,0,2,0,2,0,28,Orthodox,170.18,180.34,0.6666666666666666,6
Brian Bowles,2013-05-25,2,1,0,1,0,20.33333333,0.276666667,0.333333333,0.666666667,0.666666667,2,6,0,0,0,1,0,1,0,32,Orthodox,170.18,177.8,0.6666666666666666,3
Brian Camozzi,2017-07-08,0,1,0,1,0,11.0,0.31,1.0,0.0,0.0,0,2,0,0,0,0,0,0,0,26,Orthodox,187.96,198.12,0.0,1
Brian Ebersole,2015-06-06,5,2,0,0,1,34.14285714,0.545714286,0.142857143,1.428571429,0.188571429,4,19,0,0,2,2,1,0,0,34,Southpaw,182.88,185.42,0.7142857142857143,7
Brian Foster,2010-11-20,2,2,0,0,1,14.0,0.35,0.25,0.75,0.375,1,6,0,0,0,0,2,0,0,26,Orthodox,175.26,180.34,0.5,4
Brian Houston,2014-01-15,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,32,Orthodox,187.96,198.12,0.0,1
Brian Kelleher,2021-08-21,6,5,0,1,0,3.63,0.4,0.9,1.28,0.33,2,22,0,0,0,1,2,3,0,35,Switch,167.64,167.64,0.5454545454545454,11
Brian Melancon,2013-08-28,1,0,0,0,1,24.0,0.57,0.0,1.0,1.0,1,1,0,0,0,0,1,0,0,31,Orthodox,172.72,182.88,1.0,1
Brian Ortega,2021-09-25,7,1,0,0,1,4.15,0.38,1.2,0.87,0.24,6,25,1,0,0,1,3,3,0,30,Switch,172.72,175.26,0.875,8
Brian Stann,2013-03-02,6,4,0,1,0,29.0,0.424,0.3,0.0,0.0,3,22,0,0,0,2,3,1,0,32,Orthodox,185.42,187.96,0.6,10
Brianna Van Buren,2020-06-20,1,0,0,0,1,4.8,0.38,0.0,3.0,0.75,1,3,0,0,0,1,0,0,0,26,Southpaw,152.4,157.48,1.0,1
Brock Jardine,2013-02-23,0,1,0,1,0,18.0,0.3,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,27,Orthodox,180.34,185.42,0.0,1
Brock Lesnar,2010-10-23,4,1,0,0,4,29.4,0.74,0.4,2.0,0.716,4,10,3,0,0,1,2,1,0,33,Orthodox,190.5,205.74,0.8,5
Brok Weaver,2020-09-12,1,1,0,1,0,4.37,0.62,0.6,0.0,0.0,1,3,0,0,0,0,0,0,0,28,Southpaw,182.88,185.42,0.5,2
Bruno Santos,2014-10-04,1,1,0,0,1,18.5,0.495,0.5,2.5,0.37,1,6,0,0,1,0,0,0,0,27,Orthodox,175.26,175.26,0.5,2
Bruno Silva,2021-05-22,1,2,0,0,1,2.98,0.46,0.0,2.89,0.31,1,11,0,0,0,0,1,0,0,31,Orthodox,162.56,165.1,0.3333333333333333,3
Bryan Barberena,2021-07-31,6,5,0,0,1,5.26,0.48,0.4,0.21,0.25,2,28,0,0,0,2,3,1,0,32,Southpaw,182.88,182.88,0.5454545454545454,11
Bryan Caraway,2018-11-30,6,3,0,1,0,32.11111111,0.325555556,0.666666667,2.111111111,0.355555556,2,25,0,0,1,1,0,4,0,34,Orthodox,172.72,172.72,0.6666666666666666,9
Bryce Mitchell,2020-10-31,4,0,0,0,4,2.05,0.59,2.7,2.13,0.41,4,10,0,1,0,2,0,1,0,26,Southpaw,177.8,177.8,1.0,4
Bubba Bush,2015-10-24,0,1,0,1,0,2.0,0.5,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,30,Orthodox,182.88,185.42,0.0,1
Bubba McDaniel,2013-08-28,1,0,0,0,1,35.0,0.64,3.0,0.0,0.0,1,3,0,0,0,0,0,1,0,30,Southpaw,190.5,190.5,1.0,1
Buddy Roberts,2012-08-11,1,0,0,0,1,35.0,0.31,0.0,0.0,0.0,1,3,0,0,0,1,0,0,0,29,Orthodox,187.96,193.0,1.0,1
Byron Bloodworth,2012-12-29,0,1,0,1,0,17.0,0.22,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,29,Orthodox,172.72,175.26,0.0,1
CB Dollaway,2018-03-03,10,8,0,0,1,23.27777778,0.452222222,0.555555556,2.055555556,0.444444444,3,36,1,0,1,5,2,2,0,34,Orthodox,187.96,193.04,0.5555555555555556,18
CJ Keith,2013-01-19,0,1,0,1,0,5.0,0.71,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,26,Orthodox,182.88,185.0,0.0,1
CM Punk,2018-06-09,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,39,Orthodox,185.42,185.42,0.0,1
Cain Carrizosa,2015-03-21,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,28,Orthodox,172.72,187.96,0.0,1
Cain Velasquez,2019-02-17,12,2,0,0,1,51.28571429,0.592857143,0.214285714,2.428571429,0.432857143,7,28,6,0,0,2,10,0,0,36,Orthodox,185.42,195.58,0.8571428571428571,14
Caio Magalhaes,2016-09-10,4,2,0,1,0,17.16666667,0.485,0.833333333,0.5,0.105,4,11,0,0,0,1,2,1,0,28,Orthodox,185.42,185.42,0.6666666666666666,6
Callan Potter,2020-02-22,1,1,0,0,1,3.21,0.51,0.0,2.83,0.6,1,4,0,0,0,1,0,0,0,35,Orthodox,182.88,182.88,0.5,2
Caludia Gadelha,2019-07-06,5,4,0,1,0,3.17,0.42,0.8,3.34,0.47,2,27,1,0,1,3,0,1,0,30,Orthodox,162.56,160.02,0.5555555555555556,9
Caludio Puelles,2019-09-21,1,1,0,0,1,3.06,0.36,1.3,3.06,0.36,1,5,0,0,0,0,0,1,0,23,Southpaw,180.34,182.88,0.5,2
Calvin Kattar,2021-01-16,6,2,0,0,2,5.01,0.41,0.0,0.47,0.37,2,21,0,0,0,2,4,0,0,32,Orthodox,180.34,182.88,0.75,8
Caol Uno,2010-03-31,3,6,0,4,0,28.88888889,0.494444444,0.222222222,2.222222222,0.342222222,2,26,2,0,0,2,1,0,0,34,Southpaw,170.18,177.8,0.3333333333333333,9
Carla Esparza,2021-05-22,8,4,0,0,4,2.34,0.43,0.3,3.53,0.37,4,35,2,1,2,4,0,1,0,33,Orthodox,154.94,160.02,0.6666666666666666,12
Carlo Pedersoli,2019-02-23,1,1,0,1,0,34.5,0.435,0.0,1.5,0.375,1,4,0,0,1,0,0,0,0,25,Southpaw,180.34,190.5,0.5,2
Carlo Prater,2012-10-05,1,1,0,1,0,13.5,0.22,0.5,0.0,0.0,1,4,0,0,0,0,0,0,0,31,Switch,180.34,182.88,0.5,2
Carlos Condit,2021-07-10,14,10,0,0,2,3.66,0.39,1.0,0.59,0.46,5,63,3,0,1,3,6,4,0,37,Orthodox,187.96,190.5,0.5833333333333334,24
Carlos Eduardo Rocha,2012-06-08,1,1,0,1,0,11.5,0.385,1.5,0.0,0.0,1,4,0,0,0,0,0,1,0,30,Orthodox,177.8,177.8,0.5,2
Carlos Felipe,2021-06-12,2,1,0,0,2,4.88,0.46,0.0,0.0,0.0,2,9,0,0,1,1,0,0,0,26,Orthodox,182.88,190.5,0.6666666666666666,3
Carlos Huachin,2019-09-21,0,1,0,1,0,2.1,0.21,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,23,Southpaw,162.56,170.18,0.0,1
Carlos Ulberg,2021-03-06,1,0,0,0,1,15.07,0.62,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,30,Orthodox,193.04,195.58,1.0,1
Carlston Harris,2021-09-18,1,0,0,0,1,5.27,0.49,2.7,0.0,0.0,1,1,0,0,0,0,0,1,0,34,Orthodox,182.88,193.04,1.0,1
Carlton Minus,2020-12-19,0,2,0,2,0,3.5,0.4,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,27,Orthodox,177.8,190.5,0.0,2
Casey Kenney,2021-08-07,6,3,0,1,0,4.85,0.42,0.4,1.09,0.35,3,25,0,0,0,5,0,1,0,30,Southpaw,170.18,172.72,0.6666666666666666,9
Casey O'Neill,2021-10-02,2,0,0,0,2,5.48,0.56,1.4,3.83,0.5,2,5,0,0,0,0,1,1,0,23,Orthodox,167.64,175.26,1.0,2
Cat Zingano,2018-12-29,3,3,0,0,1,29.66666667,0.513333333,0.666666667,2.166666667,0.558333333,2,16,1,0,0,1,2,0,0,36,Southpaw,167.64,172.72,0.5,6
Cathal Pendred,2015-10-24,4,1,0,1,0,35.4,0.43,0.4,2.4,0.246,4,14,0,0,1,2,0,1,0,28,Orthodox,185.42,190.5,0.8,5
Cesar Arzamendia,2016-07-30,0,1,0,1,0,16.0,0.34,0.0,3.0,0.75,0,1,0,0,0,0,0,0,0,25,Orthodox,180.34,180.34,0.0,1
Cezar Ferreira,2019-07-13,9,5,0,1,0,1.9,0.42,0.5,2.69,0.53,3,31,0,0,2,4,0,3,0,34,Southpaw,185.42,198.12,0.6428571428571429,14
Chad Griggs,2012-11-17,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,34,Orthodox,185.42,185.42,0.0,1
Chad Laprise,2018-12-08,6,3,0,1,0,44.66666667,0.442222222,0.0,0.666666667,0.285555556,3,19,1,0,1,2,3,0,0,32,Orthodox,177.8,180.34,0.6666666666666666,9
Chad Mendes,2018-12-29,9,4,0,0,1,27.15384615,0.577692308,0.153846154,1.846153846,0.260769231,5,26,3,0,0,3,6,0,0,33,Orthodox,167.64,167.64,0.6923076923076923,13
Chael Sonnen,2013-11-16,7,6,0,0,1,31.30769231,0.492307692,0.307692308,2.846153846,0.472307692,3,31,3,0,0,5,0,2,0,36,Southpaw,185.42,187.96,0.5384615384615384,13
Chan Sung Jung,2021-06-19,6,5,0,1,0,4.07,0.43,0.7,0.82,0.47,3,29,1,0,0,0,4,2,0,34,Orthodox,170.18,182.88,0.5454545454545454,11
Chance Rencountre,2019-07-06,1,1,0,0,1,1.1,0.2,0.3,1.35,0.26,1,4,0,0,0,0,0,1,0,32,Southpaw,187.96,190.5,0.5,2
Charles Byrd,2020-06-06,1,2,0,2,0,3.86,0.57,1.9,2.52,0.5,1,4,0,0,0,0,0,1,0,36,Orthodox,177.8,185.42,0.3333333333333333,3
Charles Jourdain,2021-09-04,2,2,1,0,1,5.07,0.46,0.6,0.0,0.0,1,14,0,0,0,0,2,0,0,25,Switch,175.26,175.26,0.4,5
Charles Oliveira,2021-05-15,18,8,0,0,8,3.26,0.52,2.7,2.64,0.44,8,51,0,0,0,2,2,14,0,31,Orthodox,177.8,187.96,0.6923076923076923,26
Charles Rosa,2021-06-26,4,5,0,1,0,3.11,0.37,1.0,1.76,0.32,1,25,0,0,1,1,0,2,0,34,Switch,175.26,175.26,0.4444444444444444,9
Charlie Brenneman,2014-11-08,4,6,0,4,0,12.5,0.488,0.0,2.1,0.309,2,20,0,0,0,4,0,0,0,33,Orthodox,177.8,182.88,0.4,10
Chas Skelly,2019-09-14,6,4,0,2,0,2.02,0.4,2.4,1.71,0.34,4,22,0,0,0,1,1,4,0,34,Orthodox,180.34,182.88,0.6,10
Chase Gormley,2010-03-21,0,1,0,1,0,8.0,0.34,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,27,Orthodox,190.5,196.0,0.0,1
Chase Hooper,2021-06-12,3,1,0,0,1,3.87,0.46,2.2,0.96,0.18,2,10,0,0,0,1,1,1,0,21,Southpaw,185.42,187.96,0.75,4
Chase Sherman,2021-08-21,3,6,0,1,0,6.24,0.45,0.0,0.0,0.0,2,22,0,0,0,1,2,0,0,31,Orthodox,193.04,198.12,0.3333333333333333,9
Che Mills,2012-09-29,1,1,0,1,0,8.5,0.475,0.0,0.0,0.0,1,3,0,0,0,0,1,0,0,30,Orthodox,185.42,193.04,0.5,2
Cheick Kongo,2013-04-27,11,6,0,0,1,33.52941176,0.574705882,0.176470588,1.411764706,0.425882353,3,36,0,1,0,3,6,0,1,37,Orthodox,193.04,208.28,0.6470588235294118,17
Cheyanne Buys,2021-07-31,1,1,0,1,0,4.32,0.54,0.0,0.48,0.33,1,6,0,0,0,1,0,0,0,26,Switch,160.02,160.02,0.5,2
Chico Camus,2015-09-26,3,4,0,1,0,34.14285714,0.461428571,0.428571429,0.857142857,0.355714286,1,21,0,0,1,2,0,0,0,30,Orthodox,167.64,167.64,0.42857142857142855,7
Chris Avila,2016-11-05,0,1,0,1,0,42.0,0.32,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,23,Orthodox,177.8,182.88,0.0,1
Chris Beal,2016-06-18,2,2,0,2,0,37.5,0.3575,0.25,1.75,0.4375,2,11,0,0,0,1,1,0,0,30,Orthodox,170.18,175.26,0.5,4
Chris Camozzi,2017-05-28,9,9,0,2,0,43.88888889,0.487222222,0.333333333,0.222222222,0.097222222,4,46,0,0,2,4,1,1,1,30,Orthodox,187.96,193.04,0.5,18
Chris Cariaso,2015-10-03,7,5,0,2,0,46.16666667,0.418333333,0.5,0.833333333,0.325833333,3,34,1,0,2,4,1,0,0,34,Southpaw,160.02,160.02,0.5833333333333334,12
Chris Clements,2015-04-25,2,2,0,0,1,37.0,0.59,0.0,0.0,0.0,1,9,0,0,1,0,1,0,0,39,Orthodox,177.8,177.8,0.5,4
Chris Cope,2012-02-04,1,1,0,1,0,33.5,0.185,0.0,0.0,0.0,1,4,0,0,0,1,0,0,0,28,Orthodox,182.88,182.88,0.5,2
Chris Daukaus,2021-09-25,3,0,0,0,3,9.03,0.53,0.0,0.0,0.0,3,3,0,0,0,0,3,0,0,32,Orthodox,190.5,193.04,1.0,3
Chris Dempsey,2016-02-27,1,2,0,1,0,15.0,0.17,0.0,1.0,0.083333333,1,5,0,0,1,0,0,0,0,28,Orthodox,177.8,182.88,0.3333333333333333,3
Chris Fishgold,2020-07-15,1,2,0,1,0,2.53,0.31,1.5,4.55,0.5,1,5,0,0,0,0,0,1,0,28,Orthodox,172.72,172.72,0.3333333333333333,3
Chris Gruetzemacher,2021-07-31,3,3,0,1,0,6.93,0.56,0.0,0.0,0.0,2,12,0,0,0,1,2,0,0,35,Orthodox,172.72,172.72,0.5,6
Chris Gutierrez,2021-02-13,3,1,1,0,3,4.23,0.58,0.2,0.47,0.5,3,13,0,0,1,1,1,0,0,29,Orthodox,175.26,170.18,0.6,5
Chris Holdsworth,2014-05-24,1,0,0,0,1,15.0,0.3,1.0,1.0,0.5,1,2,1,0,0,0,0,1,0,26,Orthodox,180.34,180.34,1.0,1
Chris Indich,2014-06-28,0,1,0,1,0,12.0,0.24,2.0,0.0,0.0,0,3,0,0,0,0,0,0,0,27,Orthodox,177.8,185.42,0.0,1
Chris Kelades,2016-04-23,2,1,0,0,1,34.66666667,0.453333333,0.333333333,1.0,0.17,1,9,0,0,1,1,0,0,0,35,Orthodox,170.18,172.72,0.6666666666666666,3
Chris Leben,2013-12-28,12,9,0,3,0,26.71428571,0.454761905,0.476190476,0.80952381,0.36047619,5,45,0,0,1,2,7,2,0,33,Southpaw,180.34,187.96,0.5714285714285714,21
Chris Lytle,2011-08-14,9,10,0,1,0,36.36842105,0.437894737,1.578947368,0.473684211,0.28,4,45,1,0,0,3,1,5,0,36,Orthodox,180.34,172.72,0.47368421052631576,19
Chris Tuchscherer,2011-02-26,1,2,0,1,0,8.333333333,0.19,0.333333333,0.333333333,0.046666667,1,5,0,1,0,0,0,0,0,35,Orthodox,187.96,193.04,0.3333333333333333,3
Chris Wade,2017-07-22,4,2,0,2,0,19.0,0.396666667,0.666666667,1.833333333,0.501666667,4,14,0,0,0,2,0,2,0,29,Orthodox,177.8,177.8,0.6666666666666666,6
Chris Weidman,2021-04-24,11,5,0,0,1,3.03,0.43,0.9,3.92,0.47,9,39,5,0,0,4,4,3,0,36,Orthodox,187.96,198.12,0.6875,16
Chris de la Rocha,2018-06-09,0,2,0,2,0,20.0,0.235,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,39,Orthodox,190.5,203.2,0.0,2
Christian Aguilera,2020-08-29,1,0,0,0,1,10.17,0.43,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,28,Switch,175.26,182.88,1.0,1
Christian Colombo,2016-11-19,0,1,0,1,0,76.0,0.47,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,36,Orthodox,195.58,203.2,0.0,1
Christian Morecraft,2012-01-20,1,2,0,1,0,25.0,0.383333333,1.0,1.333333333,0.72,1,6,0,0,0,0,0,1,0,25,Orthodox,198.12,205.74,0.3333333333333333,3
Christos Giagos,2021-09-18,5,4,0,0,2,2.88,0.41,0.5,3.31,0.41,2,21,0,0,0,3,0,2,0,31,Orthodox,177.8,180.34,0.5555555555555556,9
Chuck Liddell,2010-06-12,16,6,0,2,0,27.0,0.403181818,0.0,0.272727273,0.181818182,7,44,7,0,0,6,9,0,1,40,Orthodox,187.96,193.04,0.7272727272727273,22
Ciryl Gane,2021-08-07,6,0,0,0,6,5.37,0.57,0.3,0.71,0.2,6,19,0,0,0,3,1,2,0,31,Orthodox,193.04,205.74,1.0,6
Claude Patrick,2011-12-10,3,0,0,0,3,21.66666667,0.583333333,1.0,2.666666667,0.633333333,3,8,0,0,0,2,0,1,0,31,Orthodox,180.34,190.5,1.0,3
Claudia Gadelha,2020-11-07,7,4,0,0,2,3.4,0.41,0.7,3.13,0.45,2,33,1,0,2,4,0,1,0,31,Orthodox,162.56,160.02,0.6363636363636364,11
Claudio Puelles,2021-06-05,2,1,0,0,2,1.76,0.47,0.9,3.35,0.47,2,8,0,0,0,1,0,1,0,25,Southpaw,177.8,182.88,0.6666666666666666,3
Claudio Silva,2021-05-22,5,1,0,1,0,2.81,0.41,1.3,2.63,0.25,5,14,0,0,1,1,0,3,0,38,Southpaw,180.34,180.34,0.8333333333333334,6
Clay Collard,2015-09-05,1,2,0,1,0,54.66666667,0.283333333,0.666666667,3.333333333,0.413333333,1,9,0,0,0,1,0,0,0,22,Orthodox,180.34,185.42,0.3333333333333333,3
Clay Guida,2021-08-21,18,15,0,0,1,2.53,0.34,0.7,3.24,0.38,4,90,0,0,3,9,2,4,0,39,Orthodox,170.18,177.8,0.5454545454545454,33
Clay Harvison,2011-11-12,1,1,0,1,0,34.5,0.48,1.0,0.5,0.5,1,5,0,0,1,0,0,0,0,31,Orthodox,185.42,187.96,0.5,2
Clifford Starks,2012-02-04,1,0,0,0,1,26.0,0.31,0.0,3.0,1.0,1,3,0,0,0,1,0,0,0,30,Orthodox,182.88,195.58,1.0,1
Clint Hester,2016-04-23,4,2,0,2,0,41.33333333,0.446666667,0.0,0.833333333,0.476666667,4,15,0,0,1,1,1,0,1,29,Orthodox,187.96,195.58,0.6666666666666666,6
Cody Brundage,2021-09-25,0,1,0,1,0,2.7,0.61,0.9,0.86,0.25,0,1,0,0,0,0,0,0,0,27,Orthodox,182.88,182.88,0.0,1
Cody Donovan,2014-07-19,1,2,0,2,0,26.66666667,0.64,0.0,0.333333333,0.333333333,1,4,0,0,0,0,1,0,0,33,Orthodox,190.5,187.96,0.3333333333333333,3
Cody Durden,2020-12-19,0,1,1,1,0,3.11,0.48,0.8,3.28,0.26,0,0,0,0,0,0,0,0,0,29,Southpaw,170.18,170.18,0.0,2
Cody East,2016-10-01,0,1,0,1,0,26.0,0.41,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,28,Orthodox,190.5,187.96,0.0,1
Cody Garbrandt,2021-05-22,7,3,0,0,1,3.17,0.38,0.0,1.05,0.32,6,20,3,0,0,2,5,0,0,29,Orthodox,172.72,165.1,0.7,10
Cody Gibson,2015-02-22,1,2,0,1,0,23.33333333,0.37,0.333333333,1.666666667,0.386666667,1,6,0,0,0,0,1,0,0,27,Orthodox,177.8,180.34,0.3333333333333333,3
Cody McKenzie,2013-12-14,3,3,0,0,1,10.5,0.235,1.5,1.333333333,0.266666667,1,10,0,0,0,1,0,2,0,25,Switch,182.88,182.88,0.5,6
Cody Pfister,2016-07-13,1,2,0,1,0,10.66666667,0.38,0.0,2.333333333,0.57,1,7,0,0,0,1,0,0,0,26,Orthodox,177.8,185.42,0.3333333333333333,3
Cody Stamann,2021-05-01,5,2,1,1,0,4.03,0.46,0.0,2.8,0.44,3,23,0,0,2,3,0,0,0,31,Orthodox,167.64,162.56,0.625,8
Colby Covington,2020-09-19,10,2,0,1,0,4.17,0.37,0.2,4.91,0.51,7,38,2,0,0,6,2,2,0,32,Orthodox,180.34,182.88,0.8333333333333334,12
Cole Escovedo,2011-11-12,0,2,0,2,0,29.0,0.5,0.0,0.0,0.0,0,5,0,0,0,0,0,0,0,30,Orthodox,170.18,182.88,0.0,2
Cole Miller,2016-12-17,10,9,0,3,0,30.73684211,0.32,1.263157895,0.421052632,0.181578947,2,42,0,0,0,2,1,7,0,32,Orthodox,185.42,187.96,0.5263157894736842,19
Cole Smith,2020-09-05,1,1,0,1,0,1.63,0.33,1.0,1.5,0.3,1,6,0,0,0,1,0,0,0,31,Orthodox,180.34,170.18,0.5,2
Cole Williams,2020-10-31,0,1,0,1,0,0.77,0.33,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,36,Orthodox,182.88,185.42,0.0,1
Colin Fletcher,2013-03-16,0,1,0,1,0,56.0,0.39,0.0,0.0,0.0,0,3,1,0,0,0,0,0,0,30,Orthodox,187.96,198.12,0.0,1
Collin Anglin,2021-07-31,1,0,0,0,1,5.18,0.54,0.0,2.75,0.8,1,3,0,0,0,1,0,0,0,28,Orthodox,175.26,180.34,1.0,1
Colton Smith,2013-11-06,1,1,0,1,0,24.0,0.595,1.0,3.5,0.215,1,6,1,0,0,1,0,0,0,26,Orthodox,182.88,180.34,0.5,2
Conor McGregor,2021-07-10,10,3,0,1,0,5.32,0.49,0.1,0.67,0.55,7,27,4,1,0,1,8,0,0,32,Southpaw,175.26,187.96,0.7692307692307693,13
Corey Anderson,2020-02-15,10,4,0,0,4,4.45,0.46,0.0,4.98,0.5,4,35,0,0,0,7,3,0,0,30,Orthodox,190.5,200.66,0.7142857142857143,14
Cortney Casey,2021-03-13,5,7,0,1,0,4.33,0.38,0.6,0.28,0.27,2,30,0,0,1,1,1,2,0,33,Orthodox,170.18,170.18,0.4166666666666667,12
Cory McKenna,2020-11-14,1,0,0,0,1,3.13,0.49,0.0,1.0,1.0,1,3,0,0,0,1,0,0,0,21,Orthodox,160.02,147.32,1.0,1
Cory Sandhagen,2021-07-24,7,1,0,0,2,6.32,0.47,0.6,0.74,0.44,5,15,0,0,1,1,4,1,0,29,Switch,180.34,177.8,0.875,8
Costas Philippou,2015-05-16,6,3,0,0,1,26.11111111,0.37,0.222222222,0.333333333,0.184444444,5,21,0,0,1,2,3,0,0,35,Orthodox,180.34,185.42,0.6666666666666666,9
Court McGee,2021-05-22,8,9,0,3,0,4.76,0.36,0.4,1.68,0.23,3,48,0,0,1,5,0,2,0,36,Orthodox,180.34,190.5,0.47058823529411764,17
Craig White,2018-09-08,0,1,0,1,0,6.0,0.35,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,28,Orthodox,187.96,193.04,0.0,1
Cris Cyborg,2019-07-27,11,1,0,1,0,7.28,0.52,0.4,0.66,0.55,11,27,4,0,0,2,9,0,0,34,Orthodox,172.72,172.72,0.9166666666666666,12
Cristiano Marcello,2014-02-15,1,2,0,1,0,48.0,0.383333333,0.0,0.333333333,0.083333333,1,8,0,0,1,0,0,0,0,36,Orthodox,175.26,182.88,0.3333333333333333,3
Cristina Stanciu,2016-07-13,0,1,0,1,0,39.0,0.51,2.0,1.0,1.0,0,3,0,0,0,0,0,0,0,22,Orthodox,160.02,162.56,0.0,1
Cub Swanson,2021-05-01,17,10,0,0,2,4.63,0.5,0.5,1.08,0.51,6,72,0,0,1,9,5,2,0,37,Orthodox,172.72,177.8,0.6296296296296297,27
Cung Le,2014-08-23,2,1,0,0,2,31.66666667,0.456666667,0.0,0.666666667,0.333333333,2,6,0,0,0,1,1,0,0,42,Southpaw,175.26,175.26,0.6666666666666666,3
Curt Warburton,2011-06-26,1,1,0,0,1,31.5,0.435,1.0,2.5,0.45,1,6,0,0,0,1,0,0,0,30,Orthodox,182.88,185.42,0.5,2
Curtis Blaydes,2021-09-25,9,3,0,1,0,3.44,0.51,0.0,6.27,0.53,5,32,0,0,0,4,5,0,0,30,Orthodox,193.04,203.2,0.75,12
